ID,Type,UGS,Nom,Publié,"Mis en avant&nbsp;?","Visibilité dans le catalogue","Description courte",Description,"Date de début de promo","Date de fin de promo","État de la TVA","Classe TVA","En Stock&nbsp;?",Stock,"Autoriser les commandes de produits en rupture&nbsp;?","Vendre individuellement&nbsp;?","Poids (kg)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Activer les avis&nbsp;?","Note d&rsquo;achat","Tarif promo","Tarif régulier",Catégories,Étiquettes,"Classe de livraison",Images,"Limite de téléchargement","Jours d&rsquo;expiration du téléchargement",Parent,"Produits groupés","Montée en gamme","Ventes croisées","URL externe","Bouton texte",Position,yikes_woo_products_tabs,"Nom de l&rsquo;attribut 1","Valeur(s) de l&rsquo;attribut 1","Attribut 1 visible","Attribut 1 global"
31,simple,ssdpnyCS900,"SSD PNY CS900 - 240 Go",1,0,visible,"Abordable et efficace
Au format 2.5”, le SSD PNY CS900, est idéal pour booster
les performances d’un PC portable,
d'un PC de bureau ou d'un Mac un peu âgé.","Abordable et efficace
Au format 2.5”, le SSD PNY CS900, est idéal pour booster
les performances d’un PC portable,
d'un PC de bureau ou d'un Mac un peu âgé.

Le PNY CS900 - 240 Go a été conçu pour remplacer facilement
et au meilleur coût les HDD actuels afin d’accélérer
les temps de lancement du système,
des applications et de donner un coût de fouet global à tous
les ordinateurs. Son architecture sans partie mécanique
en font une solution de stockage durable et moins sujette aux chocs,
couverte par 3 ans de garantie.

Le modèle de SSD PNY CS900 consomme peu d’énergie
et permet d’étendre la durée de vie des batteries d’ordinateurs
portables. Ces SSD sont disponibles de 120 GB à 480 GB
et sont basés sur de la mémoire TLC.
Les méthodes de tests intensifs PNY assurent une compatibilité
sur toute plateforme, système d’exploitation ou application
afin de faciliter la mise à jour dès la sortie de la boite.",,,taxable,,1,100,notify,0,,,,,1,,89.99,95.99,"Composants > Disques durs et SSD","240go, disque dur, pny, sdd",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/359778-1.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/359777.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/359779.jpg",,,,,,"pnyCS900120, SSDSamsungSerie850, ssdsamsumgserie85",,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=3 /]"";}}",,,,
35,simple,WDblue250GO,"SSD Western Digital (WD) Blue 250 Go",1,0,visible,"WD débarque sur le terrain du SSD avec cette gamme Blue,
une solution de stockage pour upgrade de PC haute performance.
Le SSD Blue répond aux besoins en informatique les plus exigeants,
avec des performances et une qualité haut de gamme.
Les vitesses de transfert en sont l&#039;illustration,
puisque le Blue atteint 545 Mo/s en lecture et 525 Mo/s
en écriture pour offrir un démarrage système des plus rapides.","<h1><span style=""color: #ff0000;"">""La qualité WD au service du SSD !""</span></h1>
WD débarque sur le terrain du SSD avec cette gamme Blue,
une solution de stockage pour upgrade de PC haute performance.
Le SSD Blue répond aux besoins en informatique les plus exigeants,
avec des performances et une qualité haut de gamme.
Les vitesses de transfert en sont l'illustration,
puisque le Blue atteint 545 Mo/s en lecture et 525 Mo/s
en écriture pour offrir un démarrage système des plus rapides.

Technologie TLC, vitesses accrues jusqu’à 545 Mo/s
en lecture et 525 Mo/s en écriture
Avec cette nouvelle gamme SSD Blue,
WD arrive avec de bien belles choses à offrir à ses heureux utilisateurs.
Idéalement conçus et adaptés aux programmes qui requièrent
de hautes performances, telles que les jeux,
l'utilisation multimédia HD et les logiciels de création,
les disques SSD WD Blue vous offrent le degré d'efficacité nécessaire.
La technologie de mise en cache différenciée utilise les technologies
flash SLC et TLC, lesquelles permettent d'atteindre
des vitesses de lecture séquentielles jusqu'à 545 Mo/s
et des vitesses d'écriture séquentielles jusqu'à 525 Mo/s,
pour un démarrage rapide des systèmes,
une grande réactivité des applications
et des vitesses de transferts élevées.

Fiabilité maximale : MTTF de 1,75 million d'heures et garantie 3 ans !
Avec un temps moyen de bon fonctionnement avant panne (MTTF)
de 1,75 million d'heures,
et un taux d'endurance de 400 ToW (téraoctets écrits),
le SSD WD Blue garantit une protection des données sur le long terme.
Chaque WD Blue SSD s'accompagne d'une garantie limitée de 3 ans,
pour une tranquillité d'esprit lorsque vous mettez à niveau
ou remplacez l'un de vos disques.",,,taxable,,0,'-1,0,0,,,,,1,,,89.99,"Composants > Disques durs et SSD","250GO, blue, disque dur, sdd, wd, western digital",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/364590.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/364591.jpg",,,,,ssdpnyCS900,ssdpnyCS900,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:21:""<p>[table id=2 /]</p>"";}}",,,,
120,simple,CGGEFORCEGTX10504GO,"Carte graphique MSI GeForce GTX 1050 Ti Gaming X - 4 Go",1,0,visible,"MSI nous propose son nouveau modèle de carte graphique gamer milieu de gamme : la GTX 1050 Ti Gaming X 4 Go ! Avec son prix contenu, ses 768 coeurs CUDA, 4 Go de mémoire et son refroidissement d'exception MSI Twin Frozr VI : la GTX 1050 Ti dispose de tous les atouts pour les gamers en recherche de puissance pour un prix léger. Avec cette GTX 1050 Ti 4 Go MSI bénéficiez d'une carte graphique à la pointe de la technologie, équipée du nouveau système de refroidissement exclusif MSI Twin Frozr VI, prête à affronter tous vos jeux PC et performante !","MSI nous propose son nouveau modèle de carte graphique gamer milieu de gamme : la GTX 1050 Ti Gaming X 4 Go ! Avec son prix contenu, ses 768 coeurs CUDA, 4 Go de mémoire et son refroidissement d'exception MSI Twin Frozr VI : la GTX 1050 Ti dispose de tous les atouts pour les gamers en recherche de puissance pour un prix léger. Avec cette GTX 1050 Ti 4 Go MSI bénéficiez d'une carte graphique à la pointe de la technologie, équipée du nouveau système de refroidissement exclusif MSI Twin Frozr VI, prête à affronter tous vos jeux PC et performante !
<h3>NVIDIA Geforce GTX 1050 Ti</h3>
MSI GTX 1050 Ti Gaming X : jouez !
Déclinaison logique de la gamme NVIDIA, la MSI GeForce GTX 1050 Ti (GeForce GTX 1050 Ti GAMING X 4G) arrive avec des mensurations taillées pour le jeu PC ! Armée de ses 768 coeurs CUDA, la nouvelle puce NVIDIA Pascal de la GTX 1050 Ti affiche une fréquence turbo à 1493 MHz (en mode OC) !

Concernant la mémoire : la GTX 1050 Ti embarque 4 Go de mémoire GDDR5. Le mode NVIDIA GPU Boost 3.0 est aussi de la partie pour un surplus de puissance disponible quand vos jeux les plus gourmands l'exigeront ! Soyez immergés dans vos jeux et jouez en haute résolution jusqu'à 7680 x 4320 px à 60 Hz.

Découvrez la GTX 1050 Ti au design Gaming X signé MSI. Elle dispose de 3 sorties vidéo : 1 ports DisplayPort 1.4, 1 port HDMI 2.0 ainsi qu'un classique port DVI-D ! Cette GTX 1050 Ti (GeForce GTX 1050 Ti GAMING X 4G) de haute volée MSI débarque avec un double système de refroidissement Twin Frozr VI ! Il dispose de nouveaux caloducs maximisant le transfert de chaleur pour un refroidissement toujours plus efficace, de ventilateurs courbés (Torx Fan 2.0) accélérant le flux d'air et du mode Zoro Frozr qui arrêtera la ventilation quand la charge de la carte le permettra ! Vous pourrez prendre le contrôle de votre carte graphique grâce au logiciel MSI Gaming App.
<h3>NVIDIA GeForce GTX 1050 Ti Gaming X MSI</h3>
GeForce Experience : votre compagnon de jeu idéal !
Quand le jeu PC devient un ""jeu d'enfant"" ! GeForce Experience s'occupe de tout et vous assistera si vous le souhaitez dans les paramétrages de vos jeux !
- Installez le logiciel gratuit GeForce Experience et bénéficiez d'une expérience de jeu parfaite en toute simplicité ! Avec NVIDIA GeForce Experience, soyez alertés dès la disponibilité de nouveaux pilotes qui s'installeront en 1 clic !
- Optimisez automatiquement les régalages graphiques de vos jeux.
- Enregistrez vos meilleurs moments dans vos jeux grâce à ShadowPlay et partagez ou diffusez vos parties sur Twitch ou autre !
- GeForce Experience vous permettra de ""streamer"" vos jeux PC sur votre console portable NVIDIA Shield ou votre console de salon Shield Android TV !",,,taxable,,1,1,notify,0,,,,,1,,149.95,189.95,"Composants > Cartes graphiques","4go, carte graphique, GTX 1050, msi",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/365614.png, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/365618.png, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/365617.png, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/365616.png, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/365615.png, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/365619.png",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=1 /]"";}}",,,,
164,simple,ssdsamsumgserie85,"SSD Samsung SSD Serie 850 EVO 250 Go   Seagate BarraCuda 4 To",1,0,visible,"<h1>Le géant Samsung</h1>
Revient avec le SSD Samsung 850 EVO. Bénéficiant de certaines technologies issues de la série 850 Pro comme la mémoire flash V-NAND 3D, le SSD Samsung 850 EVO offre des performances toujours aussi impressionnantes avec toujours plus de stabilité.
Rapidité et performances
Cette nouvelle gamme de SSD Samsung 850 EVO arrive avec de bien belles choses à offrir aux heureux utilisateurs. Grâce à un tout nouveau contrôleur Samsung MGX et l'introduction de la mémoire V-NAND 3D sur la gamme EVO, le Samsung 850 EVO présente des caractéristiques alléchantes : jusqu'à 540 Mo/s en lecture, et un nombre maximum d'opérations par seconde catapulté à 97 000 en lecture !","<h4>Le géant Samsung</h4>
Revient avec le SSD Samsung 850 EVO. Bénéficiant de certaines technologies issues de la série 850 Pro comme la mémoire flash V-NAND 3D, le SSD Samsung 850 EVO offre des performances toujours aussi impressionnantes avec toujours plus de stabilité.
Rapidité et performances
Cette nouvelle gamme de SSD Samsung 850 EVO arrive avec de bien belles choses à offrir aux heureux utilisateurs. Grâce à un tout nouveau contrôleur Samsung MGX et l'introduction de la mémoire V-NAND 3D sur la gamme EVO, le Samsung 850 EVO présente des caractéristiques alléchantes : jusqu'à 540 Mo/s en lecture, et un nombre maximum d'opérations par seconde catapulté à 97 000 en lecture !

Jusqu'à 520 Mo/s en écriture grâce à la technologie Turbowrite
Sur cette série 850 EVO, Samsung donne un bon coup de boost à la vitesse d'écriture grâce à une toute nouvelle technologie appelée Turbowrite. Sur les fichiers de moins de 3 Go, cette technologie permet en effet de pousser le débit à 520 Mo/s au lieu des 270 Mo/s habituels, soit une vitesse d'écriture pratiquement multipliée par 2 ! Un vrai gain de performances dont vous pourrez profiter au quotidien. Le logiciel Magician vous est aussi livré pour vous permettre de mettre à jour le firmware sous Windows, d'effectuer un ""secure erase"" ou encore de lancer un benchmark de votre SSD Série 850.

Des performances ultimes
Des performances ultimes
La technologie V-NAND 3D offre au SSD 850 EVO le summum des vitesse de lecture et d'écriture, aussi bien dans les cas de lecture/écriture séquentiels qu'aléatoires. En lecture séquentielle, il atteint les 540 Mo/s et 520 Mo/s en vitesse d’écriture. De plus un mode turbo, nommé Rapid Mode est également présent. Il permet d’utiliser la mémoire vive de l’ordinateur comme cache. Sur le 840 EVO la quantité maximale pouvant être allouée était limité à 1 Go, avec le 850 EVO cette limite passe à 4 Go (pour 16 Go de mémoire RAM installé sur le PC) Cela permet d’augmenter les performances, principalement lors de l’écriture de nombreux petits fichiers. L’activation de ce mode requiert l’installation de l’utilitaire Samsung Magician.",,,taxable,,1,100,0,0,,,,,1,,,129.99,"Composants, Composants > Disques durs et SSD","250GO, disque dur, samsung, sdd",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/387393.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/387390.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/387389.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/282946.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=4 /]"";}}",Mémoire,250Go,1,1
173,simple,SSDCorsairLS,"SSD Corsair Force Series LS - 60 Go",1,0,visible,"Pour booster votre PC, le SSD Corsair Force Series LS est une référence en matière de fiabilité et de rapidité de transferts. Au cœur de votre système, ce SSD dernière génération (SATA III 6 Gb/s) améliore nettement les performances en lecture (540 Mo/sec) comme en écriture (440 Mo/sec). Avec un positionnement prix milieu de gamme, ne rêvez plus d'un ordinateur hyper-véloce. Vivez-le.","<h3>L'un des meilleurs rapports qualité / performance / prix !</h3>
Pour booster votre PC, le SSD Corsair Force Series LS est une référence en matière de fiabilité et de rapidité de transferts. Au cœur de votre système, ce SSD dernière génération (SATA III 6 Gb/s) améliore nettement les performances en lecture (540 Mo/sec) comme en écriture (440 Mo/sec). Avec un positionnement prix milieu de gamme, ne rêvez plus d'un ordinateur hyper-véloce. Vivez-le.

Un lancement ultra-rapide de vos applications et jeux
Pour supporter vos systèmes d'exploitations, applications bureautique / multimédia et jeux préférés sans broncher, le SSD Corsair Force Series LS vous fera bénéficier de toute la réactivité nécessaire pour satisfaire vos sollicitations. Sous une capacité de stockage de 60 Go, sa pointe de vitesse atteint 540 Mo/sec en lecture et 440 Mo/sec en écriture. Du démarrage PC aux transferts de données, le SSD Corsair est une pièce maîtresse de votre performance.

Au delà de la vitesse pure, le SSD Corsair bénéficie d'une compatibilité avec la commande TRIM pour des performances constantes sur PC (Windows / Linux) comme sur MAC. Pas de jaloux. Que vous soyez équipé d'un ordinateur fixe ou portable, son faible encombrement (7mm d'épaisseur) lui confère une facilité de montage avec la majorité des machines sur le marché.

Disponible de 60 Go à 960 Go, les SSD Corsair Force Series LS se placent à des prix très compétitifs avec des performances impertinentes. Il est temps de passer aux choses sérieuses.",,,taxable,,1,250,0,0,,,,,1,,,49.90,"Composants, Composants > Disques durs et SSD","60go, Corsair, disque dur, sdd, Series ls",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/226818.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/227609.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=5 /]"";}}",,,,
176,simple,,"SSD Kingston A400 120 Go",1,0,visible,"Le disque SSD A400 Kingston améliore considérablement la réactivité de votre système actuel avec des vitesses de démarrage, de chargement et de transfert par rapport aux disques durs mécaniques. Animé par un contrôleur de la dernière génération offrant des vitesses de lecture et d’écriture allant jusqu’à 500 Mo/s et 320 Mo/s, ce SSD est dix fois plus rapide qu’un disque dur1 traditionnel et offre des performances plus élevées, un multi-tasking ultra réactif, et accélère l’ensemble du système.","<h3>Vitesses incroyables et fiabilité à toute épreuve !</h3>
Le disque SSD A400 Kingston améliore considérablement la réactivité de votre système actuel avec des vitesses de démarrage, de chargement et de transfert par rapport aux disques durs mécaniques. Animé par un contrôleur de la dernière génération offrant des vitesses de lecture et d’écriture allant jusqu’à 500 Mo/s et 320 Mo/s, ce SSD est dix fois plus rapide qu’un disque dur1 traditionnel et offre des performances plus élevées, un multi-tasking ultra réactif, et accélère l’ensemble du système.

Démarrages, chargements et transferts plus rapides
Plus fiable et plus durable qu’un disque dur, le disque A400 est uniquement construit avec des composants Flash. Ne contenant aucune pièce mobile, il est moins exposé aux risques de panne qu’un disque dur mécanique. Plus silencieux et plus froid, il est aussi plus résistant aux vibrations et aux chocs, ce qui en fait une solution idéale pour les ordinateurs portables et autres systèmes informatiques mobiles.

Le SSD A400 est disponible dans de nombreuses capacités, de 120 Go à 480 Go. Vous disposerez donc de tout l’espace nécessaire pour vos fichiers, applications, vidéos, photos et autres documents. Vous pouvez aussi remplacer votre disque dur ou un SSD plus petit par un disque assez vaste pour contenir tous vos fichiers.",,,taxable,,1,,0,0,,,,,1,,,59.90,"Composants, Composants > Disques durs et SSD","120 GO, disque dur, Kingston, sdd",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/385327.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/385328.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/385329.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:21:""<p>[table id=6 /]</p>"";}}",,,,
182,simple,SSDSamsungSerie850,"SSD Samsung Serie 850 EVO - 1 To",1,0,visible,"<div class=""fiche-texte"">Le géant <strong>Samsung</strong> revient avec le SSD Samsung 850 EVO. Bénéficiant de certaines technologies issues de la série 850 Pro comme la mémoire flash V-NAND 3D, le SSD Samsung 850 EVO offre des performances toujours aussi impressionnantes avec toujours plus de stabilité.</div>
<div class=""fiche-texte"">
<h3 class=""fiche-sous-titre""></h3>
</div>","<h2 class=""ProdTagline"">Endurance et fiabilité améliorés grâce à la technologie V-NAND 3D</h2>
<div class=""fiche-texte"">Le géant <strong>Samsung</strong> revient avec le SSD Samsung 850 EVO. Bénéficiant de certaines technologies issues de la série 850 Pro comme la mémoire flash V-NAND 3D, le SSD Samsung 850 EVO offre des performances toujours aussi impressionnantes avec toujours plus de stabilité.</div>
<div class=""fiche-texte"">
<h3 class=""fiche-sous-titre"">Rapidité et performances</h3>
Cette nouvelle gamme de <strong>SSD Samsung 850 EVO</strong> arrive avec de bien belles choses à offrir aux heureux utilisateurs. Grâce à un tout nouveau contrôleur <b>Samsung MGX</b>et l'introduction de la mémoire V-NAND 3D sur la gamme EVO, le Samsung 850 EVO présente des caractéristiques alléchantes : jusqu'à <b>540 Mo/s en lecture</b>, et un nombre maximum d'opérations par seconde catapulté à <b>98 000</b> en lecture !

</div>
<div class=""fiche-texte"">
<h3 class=""fiche-sous-titre"">Jusqu'à 520 Mo/s en écriture grâce à la technologie Turbowrite</h3>
Sur cette série <b>850 EVO</b>, Samsung donne un bon coup de boost à la vitesse d'écriture grâce à une toute nouvelle technologie appelée <strong>Turbowrite</strong>. Sur les fichiers de moins de 3 Go, cette technologie permet en effet de <b>pousser le débit à 520 Mo/s</b> au lieu des 270 Mo/s habituels, soit une vitesse d'écriture pratiquement <b>multipliée par 2</b> ! Un vrai gain de performances dont vous pourrez profiter au quotidien. Le <strong>logiciel Magician</strong> vous est aussi livré pour vous permettre de <b>mettre à jour le firmware sous Windows</b>, d'<b>effectuer un ""secure erase""</b> ou encore de <b>lancer un benchmark</b> de votre <strong>SSD Série 850</strong>.

</div>
<div class=""fiche-texte"">

<img src=""https://www.materiel.net/live/269513.jpg"" alt=""Des performances ultimes"" />
<h3 class=""fiche-sous-titre"">Des performances ultimes</h3>
La technologie <strong>V-NAND 3D</strong> offre au SSD <strong>850 EVO</strong> le summum des vitesse de lecture et d'écriture, aussi bien dans les cas de lecture/écriture séquentiels qu'aléatoires. En lecture séquentielle, il atteint les <b>540 Mo/s</b> et <b>520 Mo/s</b> en vitesse d’écriture. De plus un mode turbo, nommé <em>Rapid Mode</em> est également présent. Il permet d’utiliser la mémoire vive de l’ordinateur comme cache. Sur le 840 EVO la quantité maximale pouvant être allouée était limité à 1 Go, avec le 850 EVO cette limite passe à 4 Go (pour 16 Go de mémoire RAM installé sur le PC) Cela permet d’augmenter les performances, principalement lors de l’écriture de nombreux petits fichiers. L’activation de ce mode requiert l’installation de l’utilitaire <em>Samsung Magician</em>.

</div>",,,taxable,,1,121,0,0,,,,,1,,309.90,369.90,"Composants, Composants > Disques durs et SSD","1TO, disque dur, Evo, samsung, sdd",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/282974.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/07903301-photo-samsung-ssd-850-evo.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/10366519.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=7 /]"";}}",,,,
189,simple,KingstonA400480Go,"SSD Kingston A400 480 Go",1,0,visible,"<b>Le disque SSD A400 Kingston améliore considérablement la réactivité de votre système actuel avec des vitesses de démarrage, de chargement et de transfert par rapport aux disques durs mécaniques. Animé par un contrôleur de la dernière génération offrant des vitesses de lecture et d’écriture allant jusqu’à 500 Mo/s et 450 Mo/s, ce SSD est dix fois plus rapide qu’un disque dur1 traditionnel et offre des performances plus élevées, un multi-tasking ultra réactif, et accélère l’ensemble du système.</b>","<h2 class=""ProdTagline"">Vitesses incroyables et fiabilité à toute épreuve !</h2>
<b>Le disque SSD A400 Kingston améliore considérablement la réactivité de votre système actuel avec des vitesses de démarrage, de chargement et de transfert par rapport aux disques durs mécaniques. Animé par un contrôleur de la dernière génération offrant des vitesses de lecture et d’écriture allant jusqu’à 500 Mo/s et 450 Mo/s, ce SSD est dix fois plus rapide qu’un disque dur1 traditionnel et offre des performances plus élevées, un multi-tasking ultra réactif, et accélère l’ensemble du système.</b>
<div class=""fiche-texte-droite"">
<h3 class=""fiche-sous-titre"">Démarrages, chargements et transferts plus rapides</h3>
Plus fiable et plus durable qu’un disque dur, le disque A400 est uniquement construit avec des composants Flash. Ne contenant aucune pièce mobile, il est moins exposé aux risques de panne qu’un disque dur mécanique. Plus silencieux et plus froid, il est aussi plus résistant aux vibrations et aux chocs, ce qui en fait une solution idéale pour les ordinateurs portables et autres systèmes informatiques mobiles.

<img class=""alignleft"" src=""https://www.materiel.net/live/385374.jpg"" alt=""Kingston SSD 120 Go A400"" />Le SSD A400 est disponible dans de nombreuses capacités, de 120Go à 480Go2. Vous disposerez donc de tout l’espace nécessaire pour vos fichiers, applications, vidéos, photos et autres documents. Vous pouvez aussi remplacer votre disque dur ou un SSD plus petit par un disque assez vaste pour contenir tous vos fichiers.

</div>
<div>

<i><b>                                        </b></i>

&nbsp;

&nbsp;

&nbsp;
<p style=""text-align: left;""><i><b>Découvrez toutes les fonctionnalités du SSD Kingston A400 en vidéo.</b></i></p>

<div class=""block"">

 <iframe src=""https://www.youtube-nocookie.com/embed/BeFNFhBd_kA?rel=0"" width=""800"" height=""450"" frameborder=""0"" allowfullscreen=""allowfullscreen"" data-mce-fragment=""1""></iframe>

</div>
</div>",,,taxable,,1,120,0,0,,,,,1,,146.90,169.90,"Composants, Composants > Disques durs et SSD","480Go, A400, disque dur, Kingston, sdd",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/385327.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/385328.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/385329.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=8 /]"";}}",,,,
214,simple,SSDSamsungSerie850500Go,"SSD Samsung Serie 850 EVO - 500 Go",1,0,visible,"Le géant <strong>Samsung</strong> revient avec le SSD Samsung 850 EVO. Bénéficiant de certaines technologies issues de la série 850 Pro comme la mémoire flash V-NAND 3D, le SSD Samsung 850 EVO offre des performances toujours aussi impressionnantes avec toujours plus de stabilité.","<h2 class=""ProdTagline"">Endurance et fiabilité améliorés grâce à la technologie V-NAND 3D</h2>
<div class=""fiche-texte"">Le géant <strong>Samsung</strong> revient avec le SSD Samsung 850 EVO. Bénéficiant de certaines technologies issues de la série 850 Pro comme la mémoire flash V-NAND 3D, le SSD Samsung 850 EVO offre des performances toujours aussi impressionnantes avec toujours plus de stabilité.</div>
<div class=""fiche-texte"">
<h3 class=""fiche-sous-titre"">Rapidité et performances</h3>
Cette nouvelle gamme de <strong>SSD Samsung 850 EVO</strong> arrive avec de bien belles choses à offrir aux heureux utilisateurs. Grâce à un tout nouveau contrôleur <b>Samsung MGX</b>et l'introduction de la mémoire V-NAND 3D sur la gamme EVO, le Samsung 850 EVO présente des caractéristiques alléchantes : jusqu'à <b>540 Mo/s en lecture</b>, et un nombre maximum d'opérations par seconde catapulté à <b>98 000</b> en lecture !

</div>
<div class=""fiche-texte"">
<h3 class=""fiche-sous-titre"">Jusqu'à 520 Mo/s en écriture grâce à la technologie Turbowrite</h3>
Sur cette série <b>850 EVO</b>, Samsung donne un bon coup de boost à la vitesse d'écriture grâce à une toute nouvelle technologie appelée <strong>Turbowrite</strong>. Sur les fichiers de moins de 3 Go, cette technologie permet en effet de <b>pousser le débit à 520 Mo/s</b> au lieu des 270 Mo/s habituels, soit une vitesse d'écriture pratiquement <b>multipliée par 2</b> ! Un vrai gain de performances dont vous pourrez profiter au quotidien. Le <strong>logiciel Magician</strong> vous est aussi livré pour vous permettre de <b>mettre à jour le firmware sous Windows</b>, d'<b>effectuer un ""secure erase""</b> ou encore de <b>lancer un benchmark</b> de votre <strong>SSD Série 850</strong>.

</div>
<div class=""fiche-texte""><img class=""alignright"" src=""https://www.materiel.net/live/269513.jpg"" alt=""Des performances ultimes"" />
<h3 class=""fiche-sous-titre"">Des performances ultimes</h3>
La technologie <strong>V-NAND 3D</strong> offre au SSD <strong>850 EVO</strong> le summum des vitesse de lecture et d'écriture, aussi bien dans les cas de lecture/écriture séquentiels qu'aléatoires. En lecture séquentielle, il atteint les <b>540 Mo/s</b> et <b>520 Mo/s</b> en vitesse d’écriture. De plus un mode turbo, nommé <em>Rapid Mode</em> est également présent. Il permet d’utiliser la mémoire vive de l’ordinateur comme cache. Sur le 840 EVO la quantité maximale pouvant être allouée était limité à 1 Go, avec le 850 EVO cette limite passe à 4 Go (pour 16 Go de mémoire RAM installé sur le PC) Cela permet d’augmenter les performances, principalement lors de l’écriture de nombreux petits fichiers. L’activation de ce mode requiert l’installation de l’utilitaire <em>Samsung Magician</em>.

</div>",,,taxable,,1,100,0,0,,,,,1,,,159.90,"Composants, Composants > Disques durs et SSD","500Go, disque dur, Evo, samsung, sdd",,"http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/282974.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/07903301-photo-samsung-ssd-850-evo.jpg, http://localhost:8888/projet-de-fin-d-etude-ifocop/projet_wordpress/wp-content/uploads/2017/11/10366519.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:15:""Fiche technique"";s:2:""id"";s:15:""fiche-technique"";s:7:""content"";s:14:""[table id=9 /]"";}}",,,,
